産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,M,T,"37,675 ",598 ,704 ,"37,569 ","3,889 ",18.2 ,144.9 ,138.7 ,6.2 ,"581,648 ","415,028 ",,,"166,620 "
,F,T,"17,012 ",368 ,321 ,"17,059 ","6,029 ",17.5 ,132.5 ,126.3 ,6.2 ,"428,153 ","302,573 ",,,"125,580 "
,,N,"44,695 ",679 ,665 ,"44,710 ",-,18.7 ,151.9 ,144.5 ,7.4 ,"606,380 ","428,476 ","409,350 ","19,126 ","177,904 "
,,P,"9,992 ",287 ,360 ,"9,918 ",-,14.5 ,92.5 ,91.6 ,0.9 ,"207,921 ","162,201 ","160,669 ","1,532 ","45,720 "
,,,,,,,,,,,,,,,,
9,T,T,"30,640 ",670 ,331 ,"30,979 ","4,003 ",18.4 ,147.6 ,139.4 ,8.2 ,"510,468 ","405,131 ","389,888 ","15,243 ","105,337 "
,M,T,"18,365 ",181 ,101 ,"18,445 ","1,683 ",18.6 ,151.3 ,143.4 ,7.9 ,"572,061 ","443,013 ",,,"129,048 "
,F,T,"12,274 ",490 ,230 ,"12,534 ","2,320 ",18.2 ,142.2 ,133.5 ,8.7 ,"419,077 ","348,922 ",,,"70,155 "
,,N,"26,738 ",468 ,230 ,"26,976 ",-,18.9 ,154.8 ,145.5 ,9.3 ,"561,849 ","442,835 ","425,706 ","17,129 ","119,014 "
,,P,"3,902 ",203 ,101 ,"4,003 ",-,15.0 ,98.3 ,97.8 ,0.5 ,"161,311 ","148,915 ","146,492 ","2,423 ","12,396 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L742,,,土木建築サービス業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,104頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"344,290 ","4,683 ","4,288 ","344,685 ","32,356 ",18.3 ,151.3 ,138.1 ,13.2 ,"481,944 ","373,067 ","346,878 ","26,189 ","108,877 "
,M,T,"256,164 ","3,311 ","2,986 ","256,489 ","16,045 ",18.5 ,154.6 ,140.3 ,14.3 ,"526,306 ","405,825 ",,,"120,481 "
,F,T,"88,127 ","1,372 ","1,301 ","88,198 ","16,311 ",18.0 ,141.3 ,131.4 ,9.9 ,"352,964 ","277,825 ",,,"75,139 "
,,N,"311,863 ","3,884 ","3,420 ","312,330 ",-,18.8 ,157.1 ,142.8 ,14.3 ,"512,914 ","395,029 ","366,458 ","28,571 ","117,885 "
,,P,"32,428 ",799 ,868 ,"32,356 ",-,13.9 ,94.3 ,92.2 ,2.1 ,"183,554 ","161,466 ","158,222 ","3,244 ","22,088 "
,,,,,,,,,,,,,,,,
0,T,T,"192,735 ","2,595 ","2,410 ","192,920 ","17,392 ",18.2 ,151.7 ,137.2 ,14.5 ,"527,528 ","392,525 ","361,599 ","30,926 ","135,003 "
,M,T,"149,158 ","1,992 ","1,906 ","149,244 ","10,002 ",18.3 ,154.4 ,138.6 ,15.8 ,"569,255 ","423,073 ",,,"146,182 "
,F,T,"43,576 ",602 ,503 ,"43,675 ","7,390 ",18.1 ,142.5 ,132.2 ,10.3 ,"384,824 ","288,050 ",,,"96,774 "
,,N,"175,294 ","2,217 ","1,958 ","175,528 ",-,18.6 ,156.5 ,140.8 ,15.7 ,"558,975 ","413,571 ","379,928 ","33,643 ","145,404 "
,,P,"17,441 ",377 ,452 ,"17,392 ",-,14.5 ,102.7 ,100.2 ,2.5 ,"210,811 ","180,560 ","177,001 ","3,559 ","30,251 "
,,,,,,,,,,,,,,,,
1,T,T,"4,354 ",62 ,45 ,"4,371 ",619 ,18.1 ,149.5 ,132.0 ,17.5 ,"671,924 ","473,796 ","417,304 ","56,492 ","198,128 "
,M,T,"2,663 ",37 ,27 ,"2,673 ",136 ,19.0 ,158.7 ,139.6 ,19.1 ,"815,945 ","566,403 ",,,"249,542 "
,F,T,"1,691 ",25 ,18 ,"1,698 ",483 ,16.6 ,135.3 ,120.2 ,15.1 ,"445,186 ","328,002 ",,,"117,184 "
,,N,"3,734 ",50 ,32 ,"3,752 ",-,19.0 ,159.6 ,140.0 ,19.6 ,"755,605 ","526,403 ","462,225 ","64,178 ","229,202 "
,,P,620 ,12 ,13 ,619 ,-,12.4 ,88.5 ,83.9 ,4.6 ,"166,233 ","155,888 ","145,848 ","10,040 ","10,345 "
,,,,,,,,,,,,,,,,
3,T,T,"11,508 ",248 ,169 ,"11,587 ","1,082 ",18.2 ,152.4 ,133.0 ,19.4 ,"611,122 ","424,104 ","372,513 ","51,591 ","187,018 "
,M,T,"7,776 ",184 ,122 ,"7,838 ",311 ,18.5 ,159.5 ,137.6 ,21.9 ,"701,358 ","481,741 ",,,"219,617 "
,F,T,"3,732 ",64 ,47 ,"3,749 ",771 ,17.7 ,137.4 ,123.3 ,14.1 ,"422,776 ","303,801 ",,,"118,975 "
,,N,"10,429 ",230 ,155 ,"10,505 ",-,18.7 ,158.6 ,137.6 ,21.0 ,"656,784 ","451,294 ","394,991 ","56,303 ","205,490 "
,,P,"1,078 ",17 ,13 ,"1,082 ",-,13.6 ,91.1 ,87.7 ,3.4 ,"168,629 ","160,619 ","154,681 ","5,938 ","8,010 "
,,,,,,,,,,,,,,,,
4,T,T,"15,861 ",310 ,214 ,"15,957 ","1,701 ",18.2 ,151.6 ,132.7 ,18.9 ,"627,793 ","437,729 ","384,794 ","52,935 ","190,064 "
,M,T,"10,438 ",222 ,149 ,"10,511 ",448 ,18.6 ,159.3 ,138.1 ,21.2 ,"730,543 ","503,304 ",,,"227,239 "
,F,T,"5,423 ",89 ,65 ,"5,447 ","1,254 ",17.3 ,136.7 ,122.3 ,14.4 ,"429,763 ","311,346 ",,,"118,417 "
,,N,"14,164 ",281 ,188 ,"14,257 ",-,18.8 ,159.0 ,138.3 ,20.7 ,"682,814 ","471,078 ","412,701 ","58,377 ","211,736 "
,,P,"1,698 ",29 ,26 ,"1,701 ",-,13.2 ,90.1 ,86.3 ,3.8 ,"167,755 ","158,894 ","151,461 ","7,433 ","8,861 "
,,,,,,,,,,,,,,,,
5,T,T,"66,258 ","1,096 ","1,009 ","66,345 ","6,192 ",18.4 ,151.7 ,136.0 ,15.7 ,"543,964 ","403,063 ","370,008 ","33,055 ","140,901 "
,M,T,"51,423 ",866 ,797 ,"51,492 ","3,822 ",18.5 ,154.2 ,137.3 ,16.9 ,"586,751 ","434,244 ",,,"152,507 "
,F,T,"14,834 ",230 ,212 ,"14,852 ","2,370 ",18.2 ,143.4 ,131.8 ,11.6 ,"395,633 ","294,970 ",,,"100,663 "
,,N,"60,074 ",900 ,819 ,"60,153 ",-,18.7 ,156.5 ,139.3 ,17.2 ,"577,396 ","426,002 ","389,872 ","36,130 ","151,394 "
,,P,"6,184 ",196 ,190 ,"6,192 ",-,15.4 ,105.6 ,104.0 ,1.6 ,"219,178 ","180,218 ","177,028 ","3,190 ","38,960 "
,,,,,,,,,,,,,,,,
7,T,T,"110,616 ","1,189 ","1,187 ","110,618 ","9,498 ",18.1 ,151.7 ,138.5 ,13.2 ,"503,257 ","379,707 ","353,223 ","26,484 ","123,550 "
,M,T,"87,297 ",905 ,961 ,"87,241 ","5,732 ",18.1 ,154.0 ,139.5 ,14.5 ,"539,579 ","406,857 ",,,"132,722 "
,F,T,"23,319 ",284 ,226 ,"23,377 ","3,766 ",18.2 ,143.2 ,134.7 ,8.5 ,"367,491 ","278,228 ",,,"89,263 "
,,N,"101,057 ","1,037 ",951 ,"101,119 ",-,18.5 ,156.3 ,142.1 ,14.2 ,"530,612 ","398,094 ","369,406 ","28,688 ","132,518 "
,,P,"9,559 ",152 ,237 ,"9,498 ",-,14.2 ,102.9 ,100.2 ,2.7 ,"213,056 ","184,645 ","181,537 ","3,108 ","28,411 "
,,,,,,,,,,,,,,,,
9,T,T,"151,556 ","2,089 ","1,878 ","151,767 ","14,965 ",18.5 ,150.7 ,139.2 ,11.5 ,"423,987 ","348,328 ","328,161 ","20,167 ","75,659 "
,M,T,"107,005 ","1,319 ","1,080 ","107,244 ","6,044 ",18.7 ,155.0 ,142.7 ,12.3 ,"466,489 ","381,803 ",,,"84,686 "
,F,T,"44,550 ",770 ,798 ,"44,522 ","8,921 ",17.9 ,140.2 ,130.7 ,9.5 ,"321,755 ","267,809 ",,,"53,946 "
,,N,"136,569 ","1,667 ","1,463 ","136,801 ",-,19.1 ,157.9 ,145.4 ,12.5 ,"453,803 ","371,234 ","349,173 ","22,061 ","82,569 "
,,P,"14,987 ",422 ,415 ,"14,965 ",-,13.1 ,84.6 ,82.9 ,1.7 ,"151,855 ","139,261 ","136,384 ","2,877 ","12,594 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L743,,,機械設計業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,105頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"124,191 ","1,632 ","1,315 ","124,508 ","1,671 ",18.2 ,160.7 ,142.1 ,18.6 ,"608,692 ","450,743 ","409,881 ","40,862 ","157,949 "
,M,T,"101,475 ","1,355 ","1,028 ","101,802 ",680 ,18.3 ,163.5 ,143.3 ,20.2 ,"639,423 ","473,275 ",,,"166,148 "
,F,T,"22,716 ",277 ,288 ,"22,705 ",991 ,17.8 ,148.5 ,136.9 ,11.6 ,"471,161 ","349,903 ",,,"121,258 "
,,N,"122,549 ","1,501 ","1,208 ","122,836 ",-,18.3 ,161.6 ,142.8 ,18.8 ,"614,761 ","454,845 ","413,482 ","41,363 ","159,916 "
,,P,"1,642 ",130 ,108 ,"1,671 ",-,13.3 ,91.1 ,89.6 ,1.5 ,"159,158 ","146,897 ","143,150 ","3,747 ","12,261 "
,,,,,,,,,,,,,,,,
0,T,T,"104,833 ","1,340 ","1,040 ","105,133 ",723 ,18.2 ,162.7 ,142.0 ,20.7 ,"633,960 ","462,773 ","417,447 ","45,326 ","171,187 "
,M,T,"88,107 ","1,142 ",860 ,"88,389 ",386 ,18.3 ,164.9 ,142.9 ,22.0 ,"654,410 ","478,031 ",,,"176,379 "
,F,T,"16,726 ",198 ,180 ,"16,744 ",337 ,17.8 ,151.0 ,137.1 ,13.9 ,"526,128 ","382,316 ",,,"143,812 "
,,N,"104,126 ","1,320 ","1,029 ","104,410 ",-,18.2 ,163.1 ,142.3 ,20.8 ,"636,746 ","464,579 ","419,001 ","45,578 ","172,167 "
,,P,707 ,20 ,11 ,723 ,-,14.5 ,100.2 ,96.8 ,3.4 ,"227,797 ","199,456 ","190,856 ","8,600 ","28,341 "
,,,,,,,,,,,,,,,,
1,T,T,"22,520 ",225 ,167 ,"22,578 ",57 ,17.8 ,157.0 ,137.7 ,19.3 ,"691,270 ","497,619 ","458,789 ","38,830 ","193,651 "
,M,T,"19,536 ",186 ,148 ,"19,574 ",51 ,17.8 ,158.3 ,138.0 ,20.3 ,"709,097 ","510,649 ",,,"198,448 "
,F,T,"2,984 ",40 ,19 ,"3,005 ",6 ,17.8 ,149.4 ,136.2 ,13.2 ,"574,857 ","412,534 ",,,"162,323 "
,,N,"22,464 ",225 ,167 ,"22,521 ",-,17.8 ,157.2 ,137.8 ,19.4 ,"692,203 ","498,196 ","459,298 ","38,898 ","194,007 "
,,P,56 ,0 ,1 ,57 ,-,13.8 ,104.6 ,97.6 ,7.0 ,"318,161 ","266,990 ","255,308 ","11,682 ","51,171 "
,,,,,,,,,,,,,,,,
3,T,T,"13,888 ",118 ,117 ,"13,889 ",112 ,18.1 ,159.6 ,142.8 ,16.8 ,"657,054 ","467,166 ","435,581 ","31,585 ","189,888 "
,M,T,"11,605 ",96 ,97 ,"11,604 ",39 ,18.2 ,161.9 ,144.0 ,17.9 ,"689,197 ","488,080 ",,,"201,117 "
,F,T,"2,283 ",22 ,19 ,"2,286 ",74 ,17.6 ,147.9 ,136.5 ,11.4 ,"493,735 ","360,901 ",,,"132,834 "
,,N,"13,776 ",115 ,115 ,"13,777 ",-,18.1 ,160.0 ,143.1 ,16.9 ,"660,778 ","469,448 ","437,657 ","31,791 ","191,330 "
,,P,112 ,2 ,2 ,112 ,-,15.4 ,102.8 ,99.6 ,3.2 ,"199,531 ","186,804 ","180,557 ","6,247 ","12,727 "
,,,,,,,,,,,,,,,,
4,T,T,"36,408 ",343 ,284 ,"36,467 ",169 ,17.9 ,158.1 ,139.7 ,18.4 ,"678,227 ","486,011 ","449,943 ","36,068 ","192,216 "
,M,T,"31,141 ",281 ,246 ,"31,176 ",90 ,18.0 ,159.6 ,140.2 ,19.4 ,"701,685 ","502,243 ",,,"199,442 "
,F,T,"5,267 ",62 ,38 ,"5,291 ",79 ,17.7 ,148.7 ,136.3 ,12.4 ,"539,757 ","390,193 ",,,"149,564 "
,,N,"36,240 ",340 ,282 ,"36,298 ",-,17.9 ,158.2 ,139.8 ,18.4 ,"680,266 ","487,276 ","451,078 ","36,198 ","192,990 "
,,P,168 ,3 ,2 ,169 ,-,14.8 ,103.4 ,98.9 ,4.5 ,"239,182 ","213,606 ","205,542 ","8,064 ","25,576 "
,,,,,,,,,,,,,,,,
5,T,T,"46,088 ",855 ,577 ,"46,366 ",273 ,18.1 ,161.3 ,141.0 ,20.3 ,"679,923 ","486,676 ","438,164 ","48,512 ","193,247 "
,M,T,"38,548 ",750 ,481 ,"38,817 ",240 ,18.2 ,163.0 ,141.9 ,21.1 ,"694,639 ","498,044 ",,,"196,595 "
,F,T,"7,540 ",106 ,95 ,"7,551 ",32 ,17.7 ,152.2 ,136.3 ,15.9 ,"604,480 ","428,397 ",,,"176,083 "
,,N,"45,822 ",845 ,575 ,"46,094 ",-,18.1 ,161.5 ,141.2 ,20.3 ,"682,173 ","488,035 ","439,343 ","48,692 ","194,138 "
,,P,266 ,11 ,2 ,273 ,-,14.4 ,111.5 ,105.2 ,6.3 ,"295,409 ","254,381 ","236,565 ","17,816 ","41,028 "
,,,,,,,,,,,,,,,,
7,T,T,"22,338 ",142 ,180 ,"22,300 ",282 ,18.8 ,173.1 ,147.8 ,25.3 ,"466,490 ","375,326 ","321,485 ","53,841 ","91,164 "
,M,T,"18,418 ",112 ,134 ,"18,396 ",56 ,19.0 ,177.6 ,149.5 ,28.1 ,"489,843 ","394,989 ",,,"94,854 "
,F,T,"3,920 ",30 ,46 ,"3,904 ",225 ,18.1 ,152.0 ,139.8 ,12.2 ,"356,600 ","282,800 ",,,"73,800 "
,,N,"22,064 ",134 ,173 ,"22,018 ",-,18.9 ,174.1 ,148.5 ,25.6 ,"470,410 ","378,321 ","323,802 ","54,519 ","92,089 "
,,P,274 ,7 ,7 ,282 ,-,14.4 ,87.3 ,87.3 ,0.0 ,"155,424 ","137,692 ","137,692 ",0 ,"17,732 "
,,,,,,,,,,,,,,,,
9,T,T,"19,357 ",292 ,275 ,"19,374 ",948 ,18.5 ,150.3 ,143.0 ,7.3 ,"471,712 ","385,527 ","368,865 ","16,662 ","86,185 "
,M,T,"13,368 ",212 ,167 ,"13,413 ",294 ,18.8 ,154.3 ,146.0 ,8.3 ,"540,654 ","441,932 ",,,"98,722 "
,F,T,"5,989 ",79 ,108 ,"5,960 ",654 ,17.8 ,141.0 ,136.1 ,4.9 ,"317,207 ","259,119 ",,,"58,088 "
,,N,"18,423 ",182 ,179 ,"18,426 ",-,18.8 ,153.6 ,146.0 ,7.6 ,"490,341 ","399,756 ","382,246 ","17,510 ","90,585 "
,,P,934 ,110 ,97 ,948 ,-,12.3 ,84.2 ,84.1 ,0.1 ,"106,993 ","106,952 ","106,893 ",59 ,41 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
N804,,,スポーツ施設提供業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,106頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"288,252 ","8,251 ","8,057 ","288,446 ","185,436 ",14.6 ,100.6 ,96.3 ,4.3 ,"170,424 ","154,931 ","148,983 ","5,948 ","15,493 "
,M,T,"143,266 ","4,223 ","3,909 ","143,580 ","84,563 ",15.1 ,108.3 ,102.9 ,5.4 ,"196,644 ","176,918 ",,,"19,726 "
,F,T,"144,986 ","4,028 ","4,148 ","144,866 ","100,873 ",14.1 ,92.8 ,89.7 ,3.1 ,"144,476 ","133,172 ",,,"11,304 "
,,N,"102,734 ","2,531 ","2,397 ","103,010 ",-,20.1 ,164.2 ,154.9 ,9.3 ,"323,332 ","283,990 ","270,233 ","13,757 ","39,342 "
,,P,"185,518 ","5,719 ","5,660 ","185,436 ",-,11.6 ,65.1 ,63.7 ,1.4 ,"85,617 ","83,351 ","81,734 ","1,617 ","2,266 "
,,,,,,,,,,,,,,,,
0,T,T,"172,229 ","4,295 ","4,283 ","172,241 ","109,479 ",14.8 ,104.2 ,99.1 ,5.1 ,"177,985 ","160,773 ","153,940 ","6,833 ","17,212 "
,M,T,"84,278 ","2,121 ","2,072 ","84,327 ","47,914 ",15.4 ,113.6 ,106.9 ,6.7 ,"206,580 ","184,674 ",,,"21,906 "
,F,T,"87,951 ","2,175 ","2,211 ","87,915 ","61,565 ",14.2 ,95.3 ,91.7 ,3.6 ,"150,570 ","137,859 ",,,"12,711 "
,,N,"62,922 ",874 ,"1,010 ","62,763 ",-,20.2 ,167.5 ,157.2 ,10.3 ,"332,912 ","289,341 ","274,301 ","15,040 ","43,571 "
,,P,"109,307 ","3,422 ","3,273 ","109,479 ",-,11.7 ,67.9 ,65.8 ,2.1 ,"88,986 ","86,916 ","84,798 ","2,118 ","2,070 "
,,,,,,,,,,,,,,,,
1,T,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,M,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,F,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,
3,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
4,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
5,T,T,"43,601 ","1,287 ","1,335 ","43,553 ","27,071 ",14.6 ,106.4 ,98.9 ,7.5 ,"192,676 ","175,848 ","168,817 ","7,031 ","16,828 "
,M,T,"20,332 ",526 ,570 ,"20,288 ","11,168 ",15.1 ,116.9 ,106.7 ,10.2 ,"228,058 ","205,384 ",,,"22,674 "
,F,T,"23,269 ",761 ,765 ,"23,265 ","15,903 ",14.2 ,97.0 ,92.0 ,5.0 ,"161,792 ","150,066 ",,,"11,726 "
,,N,"16,523 ",349 ,392 ,"16,482 ",-,20.0 ,168.9 ,154.0 ,14.9 ,"351,931 ","310,834 ","295,488 ","15,346 ","41,097 "
,,P,"27,078 ",938 ,943 ,"27,071 ",-,11.3 ,68.1 ,65.2 ,2.9 ,"95,611 ","93,574 ","91,611 ","1,963 ","2,037 "
,,,,,,,,,,,,,,,,
7,T,T,"128,134 ","2,998 ","2,946 ","128,186 ","82,204 ",14.8 ,103.3 ,99.0 ,4.3 ,"172,112 ","155,222 ","148,506 ","6,716 ","16,890 "
,M,T,"63,680 ","1,590 ","1,500 ","63,770 ","36,707 ",15.5 ,112.2 ,106.7 ,5.5 ,"198,487 ","177,505 ",,,"20,982 "
,F,T,"64,454 ","1,408 ","1,446 ","64,416 ","45,497 ",14.2 ,94.5 ,91.4 ,3.1 ,"146,028 ","133,185 ",,,"12,843 "
,,N,"46,102 ",520 ,615 ,"45,982 ",-,20.2 ,166.8 ,158.2 ,8.6 ,"324,842 ","281,370 ","266,553 ","14,817 ","43,472 "
,,P,"82,031 ","2,478 ","2,330 ","82,204 ",-,11.8 ,67.6 ,65.8 ,1.8 ,"86,478 ","84,492 ","82,318 ","2,174 ","1,986 "
,,,,,,,,,,,,,,,,
9,T,T,"116,023 ","3,955 ","3,774 ","116,204 ","75,957 ",14.4 ,95.0 ,92.0 ,3.0 ,"159,210 ","146,266 ","141,630 ","4,636 ","12,944 "
,M,T,"58,988 ","2,102 ","1,837 ","59,253 ","36,650 ",14.7 ,100.9 ,97.3 ,3.6 ,"182,477 ","165,859 ",,,"16,618 "
,F,T,"57,036 ","1,853 ","1,937 ","56,952 ","39,307 ",14.0 ,88.9 ,86.5 ,2.4 ,"135,076 ","125,942 ",,,"9,134 "
,,N,"39,813 ","1,658 ","1,387 ","40,247 ",-,20.1 ,159.0 ,151.3 ,7.7 ,"308,293 ","275,590 ","263,848 ","11,742 ","32,703 "
,,P,"76,211 ","2,297 ","2,387 ","75,957 ",-,11.4 ,61.3 ,60.8 ,0.5 ,"80,773 ","78,224 ","77,327 ",897 ,"2,549 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
N806,,,遊戯場,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,107頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"191,039 ","6,066 ","5,994 ","191,111 ","99,339 ",17.1 ,122.1 ,117.3 ,4.8 ,"237,092 ","216,405 ","207,637 ","8,768 ","20,687 "
,M,T,"104,743 ","3,342 ","3,282 ","104,803 ","39,260 ",17.9 ,136.7 ,130.1 ,6.6 ,"299,643 ","268,515 ",,,"31,128 "
,F,T,"86,296 ","2,724 ","2,712 ","86,308 ","60,079 ",16.2 ,104.6 ,101.9 ,2.7 ,"161,153 ","153,142 ",,,"8,011 "
,,N,"91,612 ","2,420 ","2,217 ","91,772 ",-,20.2 ,160.3 ,152.0 ,8.3 ,"363,658 ","322,552 ","308,922 ","13,630 ","41,106 "
,,P,"99,427 ","3,646 ","3,777 ","99,339 ",-,14.3 ,87.0 ,85.4 ,1.6 ,"120,319 ","118,471 ","114,188 ","4,283 ","1,848 "
,,,,,,,,,,,,,,,,
0,T,T,"59,975 ","1,664 ","1,841 ","59,798 ","29,424 ",16.4 ,121.6 ,114.9 ,6.7 ,"256,024 ","231,131 ","221,613 ","9,518 ","24,893 "
,M,T,"32,259 ",838 ,936 ,"32,161 ","10,980 ",17.4 ,136.5 ,127.7 ,8.8 ,"335,323 ","297,715 ",,,"37,608 "
,F,T,"27,717 ",826 ,906 ,"27,637 ","18,444 ",15.2 ,104.2 ,100.0 ,4.2 ,"163,739 ","153,643 ",,,"10,096 "
,,N,"30,487 ",600 ,724 ,"30,374 ",-,19.2 ,159.4 ,147.5 ,11.9 ,"392,406 ","345,228 ","329,678 ","15,550 ","47,178 "
,,P,"29,488 ","1,065 ","1,117 ","29,424 ",-,13.5 ,82.5 ,81.2 ,1.3 ,"115,131 ","113,260 ","109,972 ","3,288 ","1,871 "
,,,,,,,,,,,,,,,,
1,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
3,T,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,M,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,F,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,
4,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
5,T,T,"9,518 ",273 ,316 ,"9,475 ","4,737 ",14.9 ,116.4 ,107.6 ,8.8 ,"276,239 ","245,531 ","236,141 ","9,390 ","30,708 "
,M,T,"4,647 ",117 ,135 ,"4,629 ","1,833 ",15.5 ,125.5 ,115.7 ,9.8 ,"393,034 ","339,529 ",,,"53,505 "
,F,T,"4,871 ",156 ,182 ,"4,845 ","2,904 ",14.3 ,107.9 ,100.0 ,7.9 ,"164,744 ","155,799 ",,,"8,945 "
,,N,"4,771 ",48 ,87 ,"4,737 ",-,19.2 ,168.1 ,153.6 ,14.5 ,"471,537 ","410,546 ","393,329 ","17,217 ","60,991 "
,,P,"4,747 ",225 ,230 ,"4,737 ",-,10.6 ,64.8 ,61.6 ,3.2 ,"80,449 ","80,101 ","78,558 ","1,543 ",348 
,,,,,,,,,,,,,,,,
